OriginalPaperDOI,test
10.1109/ICCASM.2010.5620807,
10.1109/ICCASM.2010.5622397,
10.1109/ICCASM.2010.5623049,
10.1109/ICCASM.2010.5620109,
10.1109/ICCASM.2010.5619431,
10.1109/ICCASM.2010.5620016,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
10.1126/science.aad8828,
10.1126/science.aad8828,
10.1002/ieam.1699,
10.1016/j.accinf.2007.05.001,
10.1016/j.accinf.2007.05.001,
10.3389/fgene.2013.00044,
10.3389/fgene.2013.00044,
10.3389/fgene.2013.00044,
10.1016/j.eswa.2015.08.014,
10.1152/japplphysiol.91571.2008,
10.1159/000338489,
,
,
,
,
,
,
,
,
,
,
,
,
unavailable,
10.1088/0022-3727/49/18/185104,
10.1155/2013/284830,
10.1161/CIRCULATIONAHA.113.006591,
10.1161/CIRCULATIONAHA.113.006591,
10.1002/ijc.22332,
10.1002/ijc.21589,
10.1109/ETCS.2010.592,
10.1109/ETCS.2010.402,
10.1371/journal.pone.0069485,
10.1002/jcp.24162,
10.1109/ETCS.2010.271,
10.1158/0008-5472.CAN-04-4604,
10.1109/ETCS.2010.183,
10.1109/ETCS.2010.92,
,
10.1109/ETCS.2010.484,
10.1109/ETCS.2010.355,
10.1109/ETCS.2010.19,
10.1113/expphysiol.2004.029371,
10.1002/1098-1136(200012)32:3247::AID-GLIA503.0.CO;2-T,
10.1096/fj.03-0311fje,
10.1109/ICCASM.2010.5620078,
10.1001/jamainternmed.2016.2827,
10.1109/ICCASM.2010.5622169,
10.1109/ICACTE.2010.5579290,
10.1016/j.apmr.2016.04.011,
10.1109/ICACTE.2010.5579258,
10.1109/ICACTE.2010.5579602,
10.1007/978-3-319-02039-6_22,
10.1109/ICACTE.2010.5578992,
10.1109/ICACTE.2010.5579292,
10.1109/ICACTE.2010.5579831,
10.1109/ICACTE.2010.5579333,
10.1109/ICACTE.2010.5579344,
10.1109/ICACTE.2010.5579585,
10.1109/ICACTE.2010.5579697,
10.1109/ICACTE.2010.5579313,
10.1007/s10904-015-0263-9,
10.1109/ICACTE.2010.5579803,
10.1109/ICACTE.2010.5579663,
10.1109/ICACTE.2010.5579126,
10.1109/ICACTE.2010.5579115,
10.1109/ICMENS.2009.46,
10.1109/ICMENS.2009.25,
10.1109/ETCS.2010.40,
10.1109/ETCS.2010.38,
10.1109/ETCS.2010.120,
10.1109/ETCS.2010.329,
10.1109/ETCS.2010.596,
10.1109/ETCS.2010.445,
10.1074/jbc.M110248200,
10.1242/jcs.00224,
10.1109/ICCASM.2010.5623079,
10.1109/ICCASM.2010.5620191,
10.1109/ICCASM.2010.5622982,
10.1109/ICCASM.2010.5619203,
10.1109/ICCASM.2010.5623077,
10.1111/nph.14034,
10.1109/ICCASM.2010.5623204,
10.1109/ICCASM.2010.5620336,
10.1109/ICCASM.2010.5618998,
10.1109/ICCASM.2010.5620196,
10.1109/ICCASM.2010.5622175,
10.1242/jcs.147223,
10.1109/ICCASM.2010.5622590,
10.1109/ICCASM.2010.5619032,
10.1109/ETCS.2010.132,
10.1109/ICCASM.2010.5623203,
10.1109/ICCASM.2010.5623096,
10.1109/ETCS.2010.220,
10.1109/ICCASM.2010.5619241,
10.1109/ETCS.2010.387,
10.1589/jpts.27.2671,
10.1109/ETCS.2010.398,
10.1109/ETCS.2010.532,
10.1109/ETCS.2010.406,
10.1109/ETCS.2010.250,
10.1109/ETCS.2010.115,
10.1109/ETCS.2010.77,
10.1109/ETCS.2010.140,
10.1109/ETCS.2010.143,
10.1016/j.forsciint.2017.07.010,
,
,
10.1007/s10157-012-0758-4,
,
,
,
,
,
,
,
10.1109/ICCMS.2010.197,
10.1109/ICCMS.2010.30,
10.1109/ICCMS.2010.151,
10.1109/ICCMS.2010.217,
10.1109/ICCMS.2010.268,
10.1109/ICCMS.2010.193,
10.1109/ICCMS.2010.28,
10.1109/ICCMS.2010.252,
10.1109/ICCMS.2010.210,
10.1109/ICCMS.2010.440,
10.1109/ICCMS.2010.321,
10.1109/ICCMS.2010.378,
10.1109/ICCMS.2010.481,
10.1109/ICCMS.2010.206,
10.1038/ki.2015.293,
,
10.1109/ICCMS.2010.78,
,
,
,
,
,
,
,
,
10.18061/dsq.v31i4.1717,
10.18061/dsq.v31i4.1717,
10.1109/ICCASM.2010.5619357,
10.1109/ICCASM.2010.5620253,
10.1109/ICCASM.2010.5622515,
10.1109/ICCASM.2010.5619351,
10.1109/ICCASM.2010.5622963,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
10.1371/journal.pone.0127779,
10.1109/ICCASM.2010.5622992,
10.1109/ICCASM.2010.5622130,
10.1109/ICCASM.2010.5620687,
10.1109/ICCASM.2010.5620457,
10.1109/ICCASM.2010.5620427,
10.1109/ICCASM.2010.5619994,
10.1109/ICCASM.2010.5620344,
10.1109/ICCASM.2010.5619190,
10.1109/ICCASM.2010.5619378,
10.1109/ICCASM.2010.5620199,
10.1104/pp.108.116194,
10.1109/ICCASM.2010.5620293,
10.1109/ICCASM.2010.5619418,
10.1109/ICCASM.2010.5623006,
10.1109/ICCASM.2010.5622723,
10.1109/ICCASM.2010.5622220,
10.2143/RTPM.67.1.520,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
10.1016/j.enpol.2013.07.135,
10.1158/1535-7163.MCT-10-0019,
10.1016/j.asr.2015.08.006,
10.1007/s10872-016-0369-x,
10.1109/ETCS.2010.308,
10.1109/ETCS.2010.349,
10.1109/ETCS.2010.585,
10.1109/ETCS.2010.620,
10.1109/ETCS.2010.65,
10.1109/ETCS.2010.531,
10.1109/ETCS.2010.490,
10.1109/ETCS.2010.282,
10.1109/ETCS.2010.449,
10.1109/ETCS.2010.616,
10.1109/ETCS.2010.335,
10.1097/SLA.0000000000001617,
10.4196/kjpp.2016.20.2.139,
10.1186/1746-1596-8-179,
10.1097/SLA.0000000000001616,
10.1620/tjem.241.55,
10.2147/DDDT.S66724,
10.1093/jiel/jgv039,
10.1093/jiel/jgw066,
,
10.1109/ICCASM.2010.5620421,
,
,
,
,
,
,
,
10.1109/ICCASM.2010.5622339,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
10.1109/ETCS.2010.500,
,
,
10.1109/ETCS.2010.209,
,
10.1109/ICCASM.2010.5620558,
,
,
10.1109/ICCASM.2010.5620274,
,
,
10.1109/ICCASM.2010.5620549,
,
10.1109/ETCS.2010.78,
10.1109/ICCASM.2010.5620603,
,
10.1109/ICCASM.2010.5619365,
,
,
10.1109/ETCS.2010.341,
,
10.1109/ETCS.2010.379,
10.1016/j.paid.2009.11.013,
10.1109/ETCS.2010.594,
10.1109/ICCASM.2010.5623267,
10.1109/ICCASM.2010.5619227,
10.1109/ICCASM.2010.5622187,
10.1109/ETCS.2010.50,
10.1109/ICCASM.2010.5620037,
10.1109/ICCASM.2010.5622124,
10.1109/ETCS.2010.459,
,
10.1109/ICCASM.2010.5622541,
10.1109/ETCS.2010.428,
10.1109/ICCASM.2010.5619090,
10.1109/ICCASM.2010.5619100,
10.1109/ICCASM.2010.5620247,
10.1109/ICCASM.2010.5620697,
10.1109/ETCS.2010.235,
10.4236/ajcm.2015.51001,
10.1109/ETCS.2010.124,
10.1109/ETCS.2010.189,
10.1109/ETCS.2010.297,
10.1109/ETCS.2010.259,
10.1109/ETCS.2010.603,
10.1109/ETCS.2010.565,
10.1109/ETCS.2010.537,
10.1109/ETCS.2010.533,
10.1109/ETCS.2010.623,
10.1109/ETCS.2010.43,
10.1002/iub.1570,
10.1016/j.msea.2017.05.112,
10.1371/journal.pone.0079655,
10.3892/ol.2017.5585,
10.1105/tpc.113.113472,
10.3389/fphys.2015.00381,
,
,
10.21037/atm.2017.06.35,
,
,
,
,
10.1109/ICCASM.2010.5620123,
,
,
,
,
,
10.1002/pchj.157,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
10.1007/978-3-540-89376-9_5,
10.1007/978-3-7091-0388-3_20,
10.1007/978-1-84800-086-5_28,
10.1007/978-3-540-73871-8_40,
,
,
,
10.1111/j.1464-410X.2011.10402.x,
,
,
10.1111/j.1464-410X.2011.10565.x,
10.1109/ETCS.2010.142,
,
10.1109/ETCS.2010.318,
10.1109/ETCS.2010.495,
10.1109/ETCS.2010.356,
10.1109/ETCS.2010.153,
10.1109/ETCS.2010.346,
10.1007/11811305_113,
10.1109/ARES.2009.168,
10.1109/ARES.2006.95,
10.1109/ARES.2007.70,
10.1109/IV.2007.60,
10.1109/MILCOM.2007.4455057,
10.1109/ARES.2008.173,
10.1109/AICCSA.2008.4493536,
10.1109/ASONAM.2010.73,
10.1016/j.saa.2015.03.116,
,
,
,
,
,
,
,
,
10.1109/ETCS.2010.458,
10.1109/ETCS.2010.451,
10.1109/ETCS.2010.469,
10.1109/ETCS.2010.100,
10.1109/ETCS.2010.393,
10.1109/ETCS.2010.121,
10.1109/ETCS.2010.30,
10.1109/ETCS.2010.233,
10.1155/2015/108458,
10.1155/2016/5230642,
10.1016/S1995-7645(14)60108-5,
10.2217/rme-2017-0043,
10.1080/21615667.2016.1277811,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
10.1002/dvdy.24245,
,
,
,
10.1109/ETCS.2010.32,
10.1109/ICCASM.2010.5620452,
,
10.1109/ETCS.2010.260,
,
,
,
,
,
,
10.1080/17458080.2011.616542,
,
,
10.1109/ETCS.2010.105,
,
10.1109/ETCS.2010.46,
,
10.1109/ETCS.2010.333,
,
,
,
10.1109/ETCS.2010.179,
,
10.1109/ETCS.2010.133,
,
,
10.1109/ETCS.2010.217,
,
,
,
,
,
,
10.1007/978-3-540-69304-8_50,
,
,
,
10.1109/ETCS.2010.489,
10.1109/ICEBEG.2011.5886985,
10.1109/ETCS.2010.618,
10.1109/ICEBEG.2011.5882314,
10.1109/ETCS.2010.152,
10.1109/ETCS.2010.327,
10.1109/ICEBEG.2011.5882429,
10.1109/ETCS.2010.163,
10.1109/ICEBEG.2011.5884483,
10.1109/ETCS.2010.436,
10.1109/ICEBEG.2011.5882450,
10.1109/ICEBEG.2011.5887116,
10.1109/ICEBEG.2011.5887013,
10.1109/ICCASM.2010.5622669,
10.1109/ETCS.2010.277,
10.1109/ICCASM.2010.5620770,
10.1109/ICCASM.2010.5622737,
10.1109/ETCS.2010.190,
10.1109/ICCASM.2010.5622154,
10.1109/ICCASM.2010.5620021,
10.1109/ICCASM.2010.5622344,
10.1109/ICCASM.2010.5623028,
10.1109/ETCS.2010.181,
10.1109/ICCASM.2010.5622369,
10.1109/ETCS.2010.543,
10.1109/ICCASM.2010.5620213,
10.1109/ETCS.2010.628,
10.1109/ICCASM.2010.5620809,
10.1109/LEITS.2010.5664957,
10.1109/ICCASM.2010.5620040,
10.1109/LEITS.2010.5664948,
10.1109/ICCASM.2010.5620500,
10.1109/LEITS.2010.5665000,
10.1109/ICCASM.2010.5620396,
10.1109/CMCE.2010.5609647,
10.1109/CMCE.2010.5610207,
10.1109/CMCE.2010.5609937,
10.1109/ICCASM.2010.5622509,
10.1109/ICCASM.2010.5623067,
10.1109/ICCASM.2010.5622867,
10.1109/ICCASM.2010.5619252,
10.1109/ICCASM.2010.5622637,
10.1109/ICCASM.2010.5619302,
10.1109/ICCASM.2010.5623192,
10.1016/j.jnutbio.2017.02.001,
10.1111/j.1464-410X.2008.07424.x,
10.1109/ETCS.2010.427,
10.1109/ETCS.2010.110,
10.1109/ETCS.2010.503,
10.1158/1078-0432.CCR-14-0315,
10.1109/ICEBEG.2011.5885316,
10.1109/ETCS.2010.444,
10.1109/ETCS.2010.625,
10.1109/ETCS.2010.186,
10.1039/C6TA11168H,
10.1109/ETCS.2010.57,
10.1109/ETCS.2010.369,
10.15408/tjems.v3i1.339,
10.1109/ETCS.2010.324,
10.1038/onc.2014.228,
10.1139/cgj-2013-0395,
10.1109/ETCS.2010.162,
10.1109/ETCS.2010.80,
10.1109/ETCS.2010.461,
10.2298/TSCI130118144M,
10.1109/ETCS.2010.225,
10.1109/ETCS.2010.275,
10.1109/ETCS.2010.301,
10.4172/2155-9627.1000286,
10.1109/ETCS.2010.203,
10.1109/ETCS.2010.314,
10.1109/ETCS.2010.52,
10.1037/a0024167,
10.1109/ETCS.2010.131,
10.1109/ETCS.2010.463,
10.1109/ETCS.2010.172,
,
10.1109/ICCASM.2010.5619297,
10.1109/ICCASM.2010.5620129,
10.1109/ICCASM.2010.5623162,
10.1109/ICCASM.2010.5622984,
10.1109/ICCASM.2010.5620502,
10.1109/ICCASM.2010.5620796,
10.1109/ICCASM.2010.5623063,
10.1109/ICCASM.2010.5620162,
10.1109/ICCASM.2010.5622810,
10.1109/ICCASM.2010.5622833,
10.1109/ICCASM.2010.5622181,
10.1109/ICCASM.2010.5622314,
10.1109/ICCASM.2010.5619399,
10.1158/1538-7445.AM2015-408,
10.1109/CMCE.2010.5610374,
10.1109/ICCASM.2010.5620038,
10.1109/CMCE.2010.5610403,
10.1109/CMCE.2010.5609626,
10.1109/CMCE.2010.5609933,
10.1109/CMCE.2010.5609789,
10.1109/CMCE.2010.5609822,
10.1109/CMCE.2010.5610120,
10.1109/CMCE.2010.5609792,
10.1016/j.eurpsy.2017.01.1180,
10.1109/CMCE.2010.5610279,
10.1016/j.jcms.2007.08.002,
10.1109/CMCE.2010.5609796,
10.1109/CMCE.2010.5609819,
10.1109/CMCE.2010.5610142,
10.1126/science.aaa2655,
10.1109/CMCE.2010.5609749,
10.1109/ICCASM.2010.5622573,
10.1109/CMCE.2010.5610176,
10.1109/ICCASM.2010.5620163,
10.1109/CMCE.2010.5609870,
10.1109/ICCASM.2010.5619278,
10.1109/CMCE.2010.5610066,
10.1109/ICCASM.2010.5619448,
10.1109/ICCASM.2010.5623151,
10.1109/CMCE.2010.5609994,
10.1109/CMCE.2010.5609544,
10.1109/CMCE.2010.5610538,
10.1109/CMCE.2010.5610204,
10.1016/j.jad.2012.06.021,
10.1109/ETCS.2010.374,
10.1109/ETCS.2010.25,
10.1109/ETCS.2010.561,
10.1002/adem.201400273,
10.1186/1752-2897-7-8,
10.1109/ETCS.2010.580,
10.1109/ETCS.2010.518,
10.1542/pir.36-5-e14,
10.1109/ETCS.2010.425,
10.1542/pir.35-12-e61,
10.1001/jama.2015.2252,
10.1542/pir.36-1-31,
10.1109/ETCS.2010.550,
10.1109/CMCE.2010.5610312,
10.1109/ETCS.2010.211,
10.4321/s1886-36552011000100008,
10.1109/ETCS.2010.453,
10.1109/CMCE.2010.5609754,
10.1109/CMCE.2010.5609800,
10.1242/dev.119800,
10.1109/ETCS.2010.511,
10.1109/ETCS.2010.471,
10.1109/ETCS.2010.615,
10.1109/CMCE.2010.5610350,
10.1109/CMCE.2010.5609837,
10.1109/CMCE.2010.5610336,
10.1109/CMCE.2010.5610432,
10.1109/CMCE.2010.5610069,
10.1109/CMCE.2010.5610324,
10.1109/CMCE.2010.5610373,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
10.1104/pp.112.204891,
,
,
,
,
10.1109/ETCS.2010.334,
,
,
10.1109/ETCS.2010.278,
,
,
10.1109/ETCS.2010.150,
,
10.1109/ETCS.2010.23,
10.1109/ETCS.2010.147,
10.1109/ETCS.2010.195,
10.1515/rjim-2016-0026,
10.1109/ETCS.2010.294,
10.1109/ETCS.2010.58,
10.1109/ETCS.2010.311,
10.1593/tlo.13133,
10.1109/ICCASM.2010.5620260,
10.1109/ICCASM.2010.5620794,
10.1109/ICCASM.2010.5622911,
10.1109/ICCASM.2010.5622743,
10.1109/ICCASM.2010.5619335,
10.1109/ICCASM.2010.5622533,
10.1109/ICEBEG.2011.5882006,
,
10.1109/ICCASM.2010.5622243,
10.1109/ICEBEG.2011.5882202,
10.1109/ICCASM.2010.5620267,
10.1109/ICEBEG.2011.5881566,
10.1109/ICEBEG.2011.5882097,
10.1109/ICCASM.2010.5622398,
10.1109/ICEBEG.2011.5886800,
,
10.1109/ICCASM.2010.5622702,
10.1109/ICCASM.2010.5622969,
10.1109/ETCS.2010.55,
10.1109/ETCS.2010.587,
10.1109/ETCS.2010.21,
10.1109/ETCS.2010.171,
10.1109/ETCS.2010.177,
10.1109/ETCS.2010.29,
10.1109/ETCS.2010.479,
,
,
,
10.1109/ETCS.2010.599,
,
,
,
10.1109/ETCS.2010.552,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
10.1109/ETCS.2010.309,
10.1109/ETCS.2010.213,
10.1109/ETCS.2010.415,
,
,
10.1109/ETCS.2010.497,
,
,
,
10.1109/ETCS.2010.182,
,
,
,
,
10.1109/ETCS.2010.263,
10.1109/ICEBEG.2011.5886751,
10.1109/ICEBEG.2011.5881606,
10.1109/ICEBEG.2011.5882667,
10.1109/ICEBEG.2011.5886806,
10.1109/ICEBEG.2011.5886867,
10.1109/ETCS.2010.36,
10.1109/ICEBEG.2011.5881851,
10.1109/ETCS.2010.562,
10.1109/ETCS.2010.351,
10.1109/ETCS.2010.546,
10.1109/ETCS.2010.251,
10.1109/ETCS.2010.76,
10.1109/ETCS.2010.261,
10.1109/ETCS.2010.512,
10.1109/ICEBEG.2011.5887050,
10.1109/ETCS.2010.396,
10.1109/ETCS.2010.69,
10.1109/ETCS.2010.332,
10.1109/ETCS.2010.12,
10.1109/ETCS.2010.370,
10.1109/ETCS.2010.242,
10.1109/ETCS.2010.557,
10.1109/ETCS.2010.344,
10.1109/ETCS.2010.342,
10.1109/ETCS.2010.441,
10.1109/ETCS.2010.13,
,
,
,
,
,
,
,
,
,
,
unavailable,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
10.1109/ICEBEG.2011.5886917,
10.1109/ICEBEG.2011.5886777,
,
10.1109/ICEBEG.2011.5885311,
10.1109/ICEBEG.2011.5881722,
10.1109/ICEBEG.2011.5882402,
10.1109/ICEBEG.2011.5882050,
10.1109/ICEBEG.2011.5881630,
10.1109/ICEBEG.2011.5881558,
,
10.1109/ICEBEG.2011.5882085,
10.1109/ICEBEG.2011.5882338,
10.1109/ICEBEG.2011.5887222,
10.1109/ICEBEG.2011.5881822,
,
,
10.1109/ETCS.2010.361,
10.1109/ETCS.2010.145,
10.1109/ETCS.2010.98,
10.1109/ETCS.2010.525,
10.1109/ETCS.2010.381,
10.1109/ETCS.2010.526,
10.1109/ETCS.2010.410,
10.1109/ETCS.2010.118,
10.1109/ETCS.2010.345,
10.1109/ETCS.2010.542,
10.1016/j.dsx.2017.05.019,
10.1109/ETCS.2010.569,
10.1109/ETCS.2010.400,
10.1109/ETCS.2010.91,
10.1109/ETCS.2010.386,
10.1109/ETCS.2010.155,
10.1109/ETCS.2010.249,
10.1109/ETCS.2010.200,
10.1109/ETCS.2010.11,
10.1109/ETCS.2010.56,
10.1109/ETCS.2010.286,
10.1109/ICEBEG.2011.5881635,
10.1109/ICEBEG.2011.5882714,
10.1109/ICEBEG.2011.5881574,
10.1109/ICEBEG.2011.5886882,
10.1109/ICEBEG.2011.5882681,
10.1109/ICEBEG.2011.5877032,
10.1109/ICEBEG.2011.5882144,
10.1109/ICEBEG.2011.5887173,
10.1109/ICEBEG.2011.5881967,
10.1109/ICEBEG.2011.5881369,
10.1109/ICEBEG.2011.5881402,
10.1109/ICEBEG.2011.5881905,
10.1109/ICEBEG.2011.5882448,
10.1109/ICEBEG.2011.5881993,
10.1109/ICEBEG.2011.5881721,
,
,
,
,
,
,
,
,
,
,
,
10.1158/1078-0432.CCR-03-0166,
,
,
,
,
10.1093/brain/aws299,
10.1109/ICPIM.2011.5983768,
10.1109/ICPIM.2011.5983675,
10.1109/ICPIM.2011.5983670,
10.1109/ICPIM.2011.5983628,
10.1109/ICPIM.2011.5983678,
10.1109/ICPIM.2011.5983651,
10.1109/ICPIM.2011.5983657,
10.1109/ICPIM.2011.5983634,
10.1109/ICPIM.2011.5983766,
10.1109/ICPIM.2011.5983608,
10.1109/ICPIM.2011.5983739,
10.1109/ICPIM.2011.5983765,
10.1109/ICPIM.2011.5983616,
10.1109/ICPIM.2011.5983640,
10.1109/ICPIM.2011.5983629,
,
,
10.1039/C3CY00214D,
,
,
,
,
,
,
,
10.1109/ETCS.2010.405,
10.1109/ETCS.2010.338,
10.1109/ETCS.2010.523,
10.1109/ETCS.2010.566,
10.1109/ETCS.2010.113,
10.1109/ETCS.2010.270,
10.1109/ETCS.2010.138,
10.1109/ETCS.2010.10,
10.1109/ETCS.2010.411,
10.1109/ETCS.2010.119,
10.1109/ETCS.2010.45,
10.1109/ETCS.2010.125,
10.1109/ETCS.2010.281,
10.1109/ETCS.2010.68,
10.1109/ETCS.2010.403,
10.1109/ETCS.2010.417,
10.1109/ETCS.2010.549,
10.1109/ETCS.2010.474,
10.1109/ETCS.2010.176,
10.1109/ICPIM.2011.5983624,
10.1109/ICPIM.2011.5983662,
10.1109/ICPIM.2011.5983653,
10.1109/ICPIM.2011.5983589,
10.1109/ICPIM.2011.5983716,
10.1109/ICPIM.2011.5983720,
10.1109/ICPIM.2011.5983677,
10.1109/ICPIM.2011.5983656,
10.1109/ICPIM.2011.5983585,
10.1109/ICPIM.2011.5983635,
10.1109/ICPIM.2011.5983729,
10.1109/ICPIM.2011.5983595,
10.1109/ICPIM.2011.5983772,
10.1109/ICPIM.2011.5983764,
10.1109/ICPIM.2011.5983708,
10.1109/ICPIM.2011.5983577,
10.1109/ICPIM.2011.5983626,
10.1109/ICPIM.2011.5983726,
10.1109/ICPIM.2011.5983680,
10.1109/ICPIM.2011.5983648,
Unavailable,
10.1109/ICPIM.2011.5983620,
10.1109/ICPIM.2011.5983694,
10.1109/ICPIM.2011.5983618,
10.1109/ICPIM.2011.5983666,
10.1109/ICPIM.2011.5983604,
10.1109/ICPIM.2011.5983654,
,
10.1016/j.jalz.2011.05.228,
10.1597/14-140,
10.1080/09540121.2012.754979,
10.4103/0974-1208.165154,
10.1186/s41601-016-0031-z,
10.1093/ips/olw019,
10.1016/j.ceramint.2016.02.135,
10.1242/jcs.148601,
10.1242/jcs.01002,
10.1242/jcs.02878,
10.1109/ETCS.2010.84,
10.1109/ETCS.2010.426,
10.1109/ETCS.2010.219,
10.1109/ETCS.2010.202,
10.1242/jcs.02878,
10.1109/ETCS.2010.70,
10.1109/ETCS.2010.612,
10.1109/ETCS.2010.433,
10.1109/ETCS.2010.228,
10.1109/ETCS.2010.354,
unavailable,
10.1109/ETCS.2010.553,
10.1109/ETCS.2010.462,
10.1109/ETCS.2010.339,
10.1109/ETCS.2010.253,
10.1109/ETCS.2010.454,
10.1109/ETCS.2010.579,
10.1109/ETCS.2010.288,
10.1109/ETCS.2010.35,
10.1109/ETCS.2010.632,
10.1109/ETCS.2010.240,
10.1109/ETCS.2010.322,
10.1073/pnas.1301810110,
10.1109/ETCS.2010.418,
10.1109/ETCS.2010.53,
10.1109/ETCS.2010.326,
10.1109/ETCS.2010.452,
10.1109/ETCS.2010.180,
10.1109/ETCS.2010.372,
10.1074/jbc.M109.087635,
10.1039/C4CP03407D,
10.1039/C6CP05004B,
10.1039/C5NR04255K,
10.1039/c4cp02615b,
10.1039/C4CC06970F,
10.2174/1874836801509010210,
10.1109/ICEBEG.2011.5887023,
,
10.1109/ICEBEG.2011.5884513,
10.1109/ICEBEG.2011.5881781,
10.1109/ICEBEG.2011.5882062,
10.1109/ICEBEG.2011.5884479,
10.1109/ICEBEG.2011.5882440,
,
10.1109/ICEBEG.2011.5882564,
10.1109/ICEBEG.2011.5881926,
10.1109/ICEBEG.2011.5882104,
10.1109/ICEBEG.2011.5886834,
10.1109/ICEBEG.2011.5887130,
10.1109/ICEBEG.2011.5886956,
10.1109/ICEBEG.2011.5876656,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
10.1016/j.tet.2015.09.036,
,
,
,
,
,
,
,
10.1016/j.hrthm.2016.05.028,
10.1016/j.orcp.2015.05.012,
10.1016/j.orcp.2013.06.001,
10.1093/ips/olw018,
unavailable,
10.1109/ICEBEG.2011.5882156,
10.1109/ICEBEG.2011.5887118,
10.1109/CMCE.2010.5610104,
10.1109/ICEBEG.2011.5882461,
10.1109/ICEBEG.2011.5881638,
10.1109/CMCE.2010.5610417,
10.1109/ICEBEG.2011.5882772,
10.1109/ICEBEG.2011.5887228,
10.1109/CMCE.2010.5610225,
10.1109/ICEBEG.2011.5882435,
10.1109/ICEBEG.2011.5884490,
10.1109/CMCE.2010.5609547,
10.1109/ICEBEG.2011.5882086,
10.1109/CMCE.2010.5609543,
10.1109/ICEBEG.2011.5882069,
10.1109/CMCE.2010.5610424,
10.1109/ICEBEG.2011.5886959,
10.1109/CMCE.2010.5610033,
10.1109/CMCE.2010.5609600,
10.1109/CMCE.2010.5610015,
10.1109/CMCE.2010.5610229,
10.1109/ICPIM.2011.5983671,
10.1109/ICPIM.2011.5983681,
10.1109/ICPIM.2011.5983650,
10.1109/ICPIM.2011.5983733,
10.1109/ICPIM.2011.5983724,
10.1109/ICPIM.2011.5983699,
10.1109/ICPIM.2011.5983763,
10.1109/ICPIM.2011.5983737,
10.1109/ICPIM.2011.5983721,
10.1001/jama.296.4.396-a,
10.1109/ICPIM.2011.5983644,
10.1001/jama.293.9.1082,
10.1109/ICPIM.2011.5983710,
10.1109/ICPIM.2011.5983614,
10.1109/ICPIM.2011.5983744,
10.1212/WNL.65.9.1513,
10.1109/ICEBEG.2011.5887199,
10.1109/ICEBEG.2011.5886747,
10.1109/ICEBEG.2011.5885338,
10.1109/ICEBEG.2011.5881802,
10.1109/ICEBEG.2011.5882325,
10.1109/ICEBEG.2011.5881943,
10.1109/ICEBEG.2011.5881509,
10.1109/ICEBEG.2011.5882022,
10.1109/ICEBEG.2011.5881361,
10.1109/ICEBEG.2011.5886915,
10.1109/ICEBEG.2011.5881811,
10.1109/ICEBEG.2011.5882159,
10.1109/ICEBEG.2011.5882486,
10.1109/ICEBEG.2011.5887021,
10.1109/ICEBEG.2011.5882130,
10.1109/ICEBEG.2011.5877028,
10.1109/ICEBEG.2011.5882419,
10.1109/ICEBEG.2011.5884489,
10.1109/ICEBEG.2011.5881644,
10.1109/ICEBEG.2011.5881579,
10.1136/jnnp.2011.244574,
10.1136/jnnp.74.5.574,
10.1136/jnnp.74.5.574,
10.1136/jnnp.66.1.64,
10.1136/jnnp.66.1.64,
10.1007/s00120-012-3008-1,
10.1109/ICPIM.2011.5983689,
10.1109/ICPIM.2011.5983676,
10.1109/ICPIM.2011.5983583,
10.1109/ICEBEG.2011.5882019,
10.1109/ICEBEG.2011.5885273,
10.1109/ICEBEG.2011.5882227,
10.1109/ICEBEG.2011.5882063,
10.1109/ICEBEG.2011.5882492,
10.1109/ICEBEG.2011.5881274,
10.1109/ICEBEG.2011.5882133,
10.1109/ICEBEG.2011.5881676,
10.1109/ICEBEG.2011.5882225,
10.1109/ICEBEG.2011.5881360,
10.1109/ICEBEG.2011.5881303,
10.1109/ICEBEG.2011.5882360,
10.1109/ICEBEG.2011.5881351,
10.1109/ICEBEG.2011.5881517,
10.1109/ICEBEG.2011.5881539,
10.1109/ICEBEG.2011.5881474,
10.1109/ICEBEG.2011.5881601,
10.1109/ICEBEG.2011.5887186,
10.1109/ICEBEG.2011.5882432,
10.1109/ICEBEG.2011.5881598,
10.1109/ICEBEG.2011.5887201,
10.1109/CMCE.2010.5609824,
10.1109/ICEBEG.2011.5881490,
10.1109/ICEBEG.2011.5882761,
,
unavailable,
10.1186/1757-1626-2-9117,
10.1016/j.jlumin.2015.06.023,
,
10.1109/ICEBEG.2011.5886920,
10.1109/ICEBEG.2011.5881580,
10.1109/ICEBEG.2011.5881589,
10.1109/ICEBEG.2011.5881414,
10.1109/ICEBEG.2011.5887187,
